"Data Source","World Development Indicators",

"Last Updated Date","2025-01-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Somalia","SOM","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.1099996566772","",
"Serbia","SRB","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.8199996948242","","","","","","84.6800003051758","85.0699996948242","85.629997253418","84.5899963378906","65.6301803588867","85.7900009155273","86.7300033569336","88.6399993896484","89.4899978637695","89.8000030517578","72.5621795654297","91.7900009155273","74.2362976074219","74.8291625976562","75.6093978881836","76.8152313232422",
"Sub-Saharan Africa (excluding high income)","SSA","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Sudan","SSD","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.1699981689453","","","","","","","","","","","","","","","",
"Sub-Saharan Africa","SSF","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Small states","SST","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sao Tome and Principe","STP","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","6.15000009536743","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.8600006103516","","","","","21.9479560852051","","","","","","",
"Suriname","SUR","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.6100006103516","","","","","","","","61.7999992370605","","","","33.46240234375","","43.9841003417969","","","","","",
"Slovak Republic","SVK","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.0099983215332","","","","","","","","","","","","","","","","","","","98.9812469482422","99.0471878051758","99.3000030517578","99.2799987792969","99.3399963378906","99.2699966430664","99.3000030517578","99.2799987792969","99.2699966430664","99.0199966430664","99.0944366455078","99.1430282592773","99.2231140136719","",
"Slovenia","SVN","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.5499992370605","","","","","","","","","","","","","","94.3000030517578","94.9899978637695","94.9599990844727","95.1699981689453","95.5999984741211","95.4300003051758","96.0199966430664","96.870002746582","97.1500015258789","97.5899963378906","98.1100006103516","97.620002746582","97.7699966430664","97.8873748779297","98.1699981689453","98.5468978881836","98.7359466552734","98.6029815673828","",
"Sweden","SWE","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","43.3199996948242","","","","48.8499984741211","","","","","58.4199981689453","","","","","","","64.0699996948242","65.5599975585938","67.0999984741211","68.5800018310547","70.379997253418","71.8300018310547","74.0999984741211","75.6399993896484","76.870002746582","78.1500015258789","","","","","","","","","88.4199981689453","89.1399993896484","89.8000030517578","90.4100036621094","85.7799987792969","86.4400024414062","87.0699996948242","87.6999969482422","88.3300018310547","88.9300003051758","89.4700012207031","90.0199966430664","90.5400009155273","91.0699996948242","95.7758865356445","92.0100021362305","96.3844223022461","94.4630737304688","94.5272445678711","",
"Eswatini","SWZ","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","11.8599996566772","","","","","","","","","","23.0200004577637","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.7102661132812","","","","","63.1654167175293","49.0993690490723","68.0951843261719",
"Sint Maarten (Dutch part)","SXM","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","15.7600002288818","","","","","","","","","","","","","","","","41.4599990844727","","","","","","","","","","","","","","","69.620002746582","","","","","","","","","","","","","","","","","","","","","",
"Syrian Arab Republic","SYR","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","5.59999990463257","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.7800006866455","","","","","34.4199981689453","32.810001373291","34.0699996948242","","","","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","15.789999961853","","","","","","","","","","24.5499992370605","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.1558609008789","","","","",
"Chad","TCD","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.039999961853","","","","","","","","","13.2638187408447","8.83903980255127","","","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Togo","TGO","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","1.0900000333786","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.9400005340576","","18.2700004577637","","","","54.0602684020996","","21.1068992614746","","32.4066581726074","","","37.9782409667969","",
"Thailand","THA","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","5.5","","","","","","","","","","9.81999969482422","","","","","","","","","","","","","","","","","","","","","","","","33.2400016784668","","32.3600006103516","","","","38.6500015258789","","","41.4199981689453","46.1795463562012","47.2692718505859","45.0699996948242","48.2611618041992","46.2400016784668","49.5800018310547","51.4436798095703","52.4126625061035","53.6300010681152","54.1929168701172",
"Tajikistan","TJK","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.1999969482422","","","","","","","","","","","92.4199981689453","","","","","","","","","","","","","","","","100","94.5400009155273","","","","","","",
"Turkmenistan","TKM","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.7699966430664","","","","","","","","","","","","","","","","","","","","98.4224090576172","","","","98.279167175293","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Timor-Leste","TLS","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.5200004577637","","","68.3213577270508","","","33.470458984375","","","","","49.4910850524902","38.0990943908691","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tonga","TON","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","54.9099998474121","","","","","","","","","","74.0999984741211","","","","","","","","","","69.5899963378906","","","","","88","","","","","","","93.4730453491211","","","94.1979293823242","","",
"South Asia (IDA & IBRD)","TSA","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Trinidad and Tobago","TTO","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","15.1999998092651","","","","","","","","","","26.6000003814697","","","","","","","","","","36.8300018310547","","","","","","","","","","","","","","","","","","59.7599983215332","59.6300010681152","","67.4899978637695","","","","","","","","68.9336700439453","70.7357635498047","72.7666168212891","71.8917236328125","",
"Tunisia","TUN","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","7.01000022888184","","","","","10.6999998092651","","","","14.8699998855591","","","","","","","","","","","","","","","","","","","","","","","","37.0800018310547","","39.3300018310547","40.5099983215332","39.8199996948242","","36.4223480224609","","44.5900001525879","","42.7090911865234","43.25","","","42.0622406005859","",
"Turkiye","TUR","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","9.05000019073486","","","","","12.3000001907349","","","","","15.4399995803833","","","","","","","","","","","","","","","","","","","29","30.5499992370605","31.7199993133545","32.3199996948242","34.9199981689453","36.4300003051758","46.5900001525879","49.75","51.1399993896484","52.6800003051758","54.9700012207031","56.3499984741211","58.8600006103516","60.8899993896484","46.2811813354492","66.0199966430664","49.633186340332","51.2642517089844","52.5388259887695","",
"Tuvalu","TUV","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.3199996948242","","","","","","","","","","","","","","","","","","","","","","","","","84.6833267211914","77.9125747680664","","58.2867317199707","","","47.7252044677734","",
"Tanzania","TZA","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.98999977111816","","","","","","","","11.6996755599976","","11.0299997329712","","16.9509010314941","11.7932395935059","","","11.4890699386597","","3.03198599815369","","15.1482696533203","",
"Uganda","UGA","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.9700002670288","","","","","","","","","","","11.5200004577637","","","","","","23.6299991607666","","28.8299999237061","17.349292755127","24.0300006866455","","19.3101711273193","","19.1896991729736","28.1766490936279","","27.608304977417","","39.4580574035645","","",
"Ukraine","UKR","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","41.4000015258789","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.5400009155273","","","","","","","","","","","","","","","","","","","","","","",
"Upper middle income","UMC","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Uruguay","URY","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","23.75","","","","","","","","","","37.25","","","","","","","","","","","42.2700004577637","","","","","","","59.2599983215332","","","47.1300010681152","","46.0800018310547","48.9700012207031","50.2000007629395","52.7700004577637","52.9599990844727","52.8699989318848","53.939998626709","54.5299987792969","55.4700012207031","56.5299987792969","57.1599998474121","58.0900001525879","","61.0200004577637","62.7900009155273","61.3932723999023",
"United States","USA","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","65.6800003051758","","","","","91.7900009155273","","","","92.7200012207031","92.6999969482422","92.9899978637695","","","","","","","","","89.620002746582","","","","91.1800003051758","","","","","","","","","","94.0400009155273","93.6999969482422","94.1900024414062","","94.4899978637695","94.5400009155273","94.7699966430664","94.9000015258789","94.9800033569336","95.1999969482422","95.2600021362305","95.3300018310547","95.5899963378906","94.9176025390625","96.0299987792969","97.6129455566406","96.4599990844727","95.2501678466797","96.4899978637695","97.8486099243164",
"Uzbekistan","UZB","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.8899993896484","99.870002746582","99.8899993896484","99.9000015258789","","99.9000015258789","99.9199981689453","","99.9400024414062","99.9800033569336","",
"St. Vincent and the Grenadines","VCT","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","6","","","","","","","","","","9.60000038146973","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.810001373291","","","","","","",
"Venezuela, RB","VEN","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","13.7399997711182","","","","","","","","","","29.3400001525879","","","","","","","","","23.7600002288818","","","","","","","","","","41.8400001525879","43.7599983215332","43.8800010681152","44.3899993896484","44.4599990844727","48.0999984741211","49.8400001525879","50.8600006103516","52.5900001525879","53.7099990844727","55.0800018310547","56.7999992370605","56.7099990844727","58.7799987792969","60.2999992370605","69.5999984741211","74.4300003051758","70.8813171386719","","","","","","",
"British Virgin Islands","VGB","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","31.7900009155273","","","","","","","","","","","55.5499992370605","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Viet Nam","VNM","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.3199996948242","","","","","","","","","","","","","","","","","","","","65","53.8870010375977","54.3391304016113","54.5802612304688","55.0012283325195","55.896053314209","51.6171569824219","53.2895088195801","54.0218238830566","54.0367813110352","65.3399963378906","62.1008720397949","64.0126571655273","66.4499969482422","65.5768814086914",
"Vanuatu","VUT","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.5849857330322","","","","","","","","","38.4854774475098","44.4662590026855","","","",
"World","WLD","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Samoa","WSM","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","33.25","","","","","40","","","","","40.9599990844727","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.7339782714844","","","92.3299942016602","",
"Kosovo","XKX","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.6388835906982","","","","","","","","","33.5387306213379",
"South Africa","ZAF","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","31.0499992370605","","","","","","","","","","28.1299991607666","","","","","28.8799991607666","","","","","","","","","","","","","","","","55.5900001525879","61.4199981689453","64.0400009155273","64.3899993896484","65.4499969482422","66.3499984741211","67.2900009155273","68","71.9100036621094","72.2399978637695","73.129997253418","75.3300018310547","68.6100845336914","76.5899963378906","77.1800003051758","71.0445251464844","72.3300018310547","73.3112640380859","81.8000030517578","79.2551422119141","83.9300003051758","77.0862884521484","77.803352355957",
"Zambia","ZMB","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","13.2299995422363","","","","","","","","","","21.7399997711182","","","","","","","","","","","","","","","","","","","","","","","","","","","47.3037452697754","37.650218963623","61.3453178405762","66.0403900146484","63.8982849121094","65.4101409912109","",
"Zimbabwe","ZWE","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.2800006866455","","","","","","","","","","46.0200004577637","","","","","","","","","48.9931755065918","60.7599983215332","","58.7599983215332","53.4868087768555","","64.9400024414062","","88.2342147827148","","89.6239852905273","90.6230850219727","",
