"Data Source","World Development Indicators",

"Last Updated Date","2025-01-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Egypt, Arab Rep.","EGY","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","19.4200000762939","","","","","","","","","","47.7099990844727","","","","","","","","","","44.4300003051758","","","","37.0995788574219","41.4506454467773","42.6777381896973","42.0819892883301","42.2538719177246","45.4291381835938","46.103084564209","72.9599990844727","49.445613861084","55.8624610900879","52.6025886535645","51.7875480651855","","",
"Euro area","EMU","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eritrea","ERI","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Spain","ESP","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","9.40999984741211","","","","","","","","","","","20.4200000762939","","","","","24.6000003814697","","","","","34.1599998474121","","","","","","","","","","","","","59.2599983215332","62.5200004577637","63.8499984741211","64.7399978637695","65.620002746582","66.4599990844727","67.3899993896484","68.8000030517578","69.870002746582","71.9855270385742","73.7099990844727","74.8099975585938","75.8000030517578","77.5248794555664","77.7200012207031","79.844352722168","80.7699966430664","82.8143692016602","83.2263412475586","",
"Estonia","EST","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.3600006103516","","","","","","","","","","98.6293869018555","98.8762130737305","99.0234756469727","98.9682846069336","99.165771484375","99.1063613891602","99.1141815185547","99.0863037109375","99.2766036987305","99.4117889404297","97.8199996948242","98.935791015625","98.7051315307617","",
"Ethiopia","ETH","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.21999979019165","","","","12.5100002288818","","17.6586399078369","","","11.0827302932739","","","10.3437995910645","","17.8393135070801","","",
"European Union","EUU","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","44.4000015258789","","","","","50.6300010681152","","","","","","","","","","","","","","","","","","","","81.6081619262695","82.8634262084961","83.5268402099609","84.6844329833984","85.2921295166016","85.722541809082","85.5215225219727","87.4921722412109","88.2122497558594","89.0068130493164","89.9367218017578","89.6587295532227","91.6022491455078","",
"Fiji","FJI","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","13.9799995422363","","","","","","","","","","29.3700008392334","","","","","","","","","","45.1199989318848","","","","","","","","","","","60.2999992370605","","","","80.9361877441406","","","71.3531494140625","","86.7774047851562","87.3099975585938","","","","63.7159004211426","","",
"France","FRA","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.3499984741211","","","","","","","","","","","","","","74.1399993896484","74.6999969482422","","76.9300003051758","77.9400024414062","77.9700012207031","79.2200012207031","79.8099975585938","80.4899978637695","81.5","82.629997253418","83.1999969482422","83.6900024414062","84.2099990844727","84.9328994750977","85.5999984741211","86.4647598266602","90.7181930541992","87.3584442138672","91.6159057617188",
"Faroe Islands","FRO","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.6716690063477","","","","","","","","","",
"Gabon","GAB","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"United Kingdom","GBR","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.7699966430664","99.8099975585938","99.8600006103516","99.8099975585938","99.8300018310547","99.8600006103516","98.5437240600586","97.7616348266602","99.75","97.9548416137695","97.9749298095703","99.8000030517578","99.8099975585938","98.9699096679688","99.0469360351562",
"Georgia","GEO","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91.1100006103516","","","","","","","","56.0483474731445","95.2528915405273","95.5899963378906","96.6452026367188","96.7099990844727","97.621452331543","97.9499969482422","97.5199966430664","93.1419982910156","97.6600036621094","98.1106109619141","98.3686447143555","98.4300003051758","98.4463119506836",
"Ghana","GHA","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","16.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.3199996948242","","","50.9145965576172","","51.8172798156738","","46.4343490600586","","","","","54.2127304077148","",
"Gibraltar","GIB","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.96000003814697","","","","","","","","","","","","","","11.6800003051758","","","","10.8699998855591","","16.608959197998","","12.6300001144409","46.8625144958496","","","","",
"Gambia, The","GMB","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","3.8199999332428","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.9699993133545","","","28.8678207397461","","32.4247016906738","","","41.8929481506348",
"Guinea-Bissau","GNB","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.3634471893311","28.1782150268555","","","37.9365043640137","",
"Equatorial Guinea","GNQ","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","27.2999992370605","","","","","","","","","","37.4000015258789","","","","","","","","","","","","","","58.2900009155273","61.939998626709","61.560001373291","62.0299987792969","","63.1500015258789","67.9395141601562","68.8978958129883","70.0325241088867","67.5199966430664","69.1699981689453","64.8000030517578","71.5808258056641","72.2671203613281","72.8347549438477","73.6600036621094","75.6184005737305","76.9786529541016","",
"Grenada","GRD","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","6.76999998092651","","","","","","","","","","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.0323791503906","52.8047065734863","53.2260856628418","","","",
"Greenland","GRL","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","6.09999990463257","","","","","","","","9.10000038146973","","","","","","","","","","","","","","","","","","","16.3799991607666","","17.1499996185303","","","","21.5200004577637","","","","25.2806434631348","24.718729019165","24.1800003051758","25.4599990844727","24.8500003814697","25.2201194763184","32.4020347595215","32.7546997070312","32.6510124206543","32.2900009155273","","37.2989654541016","33.122428894043","32.6349411010742",
"Guam","GUM","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","65.7300033569336","","","","","","","","","","78.7399978637695","","","","","","","","","","86.1500015258789","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","10.1899995803833","","","","","","","","","","19.1100006103516","","","","","","","","","","","","","","","","","","","","","","31.1900005340576","","","","","","","","","","","","","","","","72.1464996337891","56.9676399230957","","","","",
"High income","HIC","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hong Kong SAR, China","HKG","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","25.3700008392334","","","","","29.2000007629395","","","","","37.6599998474121","","","","","46","","","","","53.9700012207031","","","","","61.7000007629395","","","","","","","","","","71.2300033569336","","72.2600021362305","73.1100006103516","73.9599990844727","75.4000015258789","","","77.4599990844727","78.4100036621094","","79.4000015258789","","79.870002746582","","","80.620002746582","",
"Honduras","HND","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","6.3899998664856","","","","","","","","","","","","","","","","","","","","","","","","","","","20.3799991607666","","","20.1299991607666","20.5100002288818","","19.9300003051758","","22.5499992370605","23.8500003814697","24.7700004577637","24.0200004577637","25.6599998474121","29.3799991607666","29.5300006866455","31.2700004577637","28.5961723327637","29.1100006103516","32.5099983215332","","33.7126045227051","36.3040008544922","29.3863391876221",
"Heavily indebted poor countries (HIPC)","HPC","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Croatia","HRV","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.0400009155273","","","","","","","","","","78.3499984741211","","","","","","","","","90.6966018676758","89.2200012207031","90.4954147338867","91.4655075073242","93.948844909668","94.2651977539062","93.5860824584961","93.1268997192383","93.0970001220703","93.5258178710938","94.4863967895508","95.0309906005859","95.4028778076172","",
"Haiti","HTI","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","4.07000017166138","","","","","","","","","","","7.80000019073486","","","","10.0299997329712","","","","","","","","","","","","","","","","","8.14000034332275","","","","","","","","","26.627269744873","","","","","31.0256404876709","","","","","","",
"Hungary","HUN","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","80.4899978637695","","","","","","","","","","87.5299987792969","","","","","","","","","","","","","","","","","","","","","87.3199996948242","","","","90.8199996948242","","","","97.6500015258789","97.9300003051758","98.2099990844727","98.2900009155273","98.3899993896484","96.6399993896484","96.7699966430664","97.1800003051758","97.4235687255859","97.7009887695312","97.9045257568359","98.1800003051758","98.519645690918","98.6742172241211","",
"IBRD only","IBD","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA & IBRD total","IBT","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA total","IDA","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA blend","IDB","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Indonesia","IDN","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","5.59000015258789","","","","","","","","","10.4300003051758","","","","","","","","","","19.1000003814697","","","","","","","","","","","","","","","","43.2799987792969","40.3800010681152","41.4000015258789","42.2900009155273","44.6115875244141","44.4799995422363","45.4703559875488","46.6980972290039","47.2900009155273","48.7999992370605","43.9700012207031","49.7003593444824","50.9099998474121","54.0831909179688","54.5800018310547","57.0364189147949","56.7042121887207","56.671459197998",
"IDA only","IDX","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","5.03999996185303","","","","","","","","","","16.2299995422363","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.651912689209","37.5699996948242","40.3565063476562","","","","42.0984115600586","","46.1399993896484","46.0779113769531","49.3199996948242","50.7563133239746","49.75","52.1699981689453",
"Not classified","INX","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","32.060001373291","","","","","","","","","","47.6399993896484","","","","","","","","","","61.4799995422363","","","","","","","","","","","","","","","83.879997253418","81.870002746582","","","81.0699996948242","83.4700012207031","82.4836044311523","83.6273803710938","86.3575592041016","86.670166015625","86.8106002807617","86.1600036621094","87.6276321411133","87.6477355957031","88.5820541381836","89.8500366210938","90.1428375244141","",
"Iran, Islamic Rep.","IRN","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.9400024414062","","60.1300010681152","","62.4900016784668","48.836051940918","64.7099990844727","67.7300033569336","68.4800033569336","52.758358001709","69.8300018310547","0","61.2052307128906","62.0286598205566","62.854850769043","63.6657791137695","64.245002746582","",
"Iraq","IRQ","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.9990768432617","44.1300010681152","","","","","32.3186187744141","","","32.109317779541","","",
"Iceland","ISL","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.8399963378906","","","","","97.1450576782227","70.8523101806641","79.1233901977539","83.9546508789062","98.9830932617188","99.0506286621094","99.5389022827148","99.6825714111328","99.2595596313477","99.2900009155273","99.7099990844727","99.8553314208984","99.7246398925781","",
"Israel","ISR","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","46.0400009155273","","","","","","","","","","59.7000007629395","47.0999984741211","","","","","","","","","","","","","","","","","","","","","95.0500030517578","","75.3499984741211","84.3600006103516","","84.8199996948242","85.1100006103516","85.7399978637695","86.1600036621094","88.4300003051758","88.8300018310547","89.1800003051758","90.6889190673828","90.6557388305664","90.3507080078125","90.8713226318359","91.6396026611328","91.5347671508789","91.6876525878906","",
"Italy","ITA","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","20.1200008392334","","","","","","","","","","33.2999992370605","","","","","","","","","","","","","","","","","","","","64.4199981689453","","","","68.7600021362305","69.9700012207031","70.879997253418","71.9100036621094","72.8499984741211","73.8300018310547","74.7699966430664","75.6800003051758","77.1464614868164","77.620002746582","78.4599990844727","80.1383743286133","80.9948272705078","81.9430236816406","82.7715072631836","82.1900024414062","82.4618148803711","82.8581771850586","",
"Jamaica","JAM","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","8.05000019073486","","","","","","","","","","","","17","","","","","","","","","32.5900001525879","","","","","","","","","","","","","","","","","","","88.8478240966797","60.7200012207031","90.2163772583008","89.8588638305664","90.5222015380859","","91.8524322509766","91.8479537963867","92.3376998901367","92.4249572753906","93.2420806884766","93.3162002563477","77.3907699584961","",
"Jordan","JOR","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.5699996948242","","","","","73.3199996948242","","74.1100006103516","","","","","","","69.1685562133789","80.9499969482422","","80.7300033569336","","","79.4499969482422",
"Japan","JPN","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.620002746582","","","",
"Kazakhstan","KAZ","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.0999984741211","","","","","","","","","","82.0899963378906","","","","","","","","99.3399963378906","","95.5699996948242","","","","","","91.9477233886719","","","99.4599990844727","98.6138229370117","","","","",
"Kenya","KEN","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","9.19999980926514","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.9099998474121","29.0699996948242","","","","","","34.7026443481445","","","60.5199508666992","58.7556991577148","72.7925796508789","64.9521102905273","",
"Kyrgyz Republic","KGZ","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.2399978637695","","","","","","","","","","95.6900024414062","","","","","96.3994750976562","96.7841186523438","97.0563278198242","97.048225402832","93.7392578125","","","","","",
"Cambodia","KHM","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.210000038147","16.9500007629395","15.5","30.0730667114258","32.4462890625","24.7164535522461","34.0069808959961","12.1800003051758","12.3400001525879","46.1594734191895","39.0567436218262","","18.9761695861816","38.6573486328125","22.1204700469971","","",
"Kiribati","KIR","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","10.539999961853","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.8101348876953","","","69.7021713256836","84.8798294067383","84.680046081543","","","",
"St. Kitts and Nevis","KNA","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","6.80000019073486","","","","","","","","","","31.6200008392334","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","27.5799999237061","","","","","35.5999984741211","","","","","45.810001373291","","","","","","","","","","67.3000030517578","","","","","71.9199981689453","","","","","77.0500030517578","","","","","80.4800033569336","","","","77.870002746582","82.9000015258789","84.1607894897461","84.7721786499023","85.2677459716797","86.0320358276367","85.7200012207031","87.1409454345703","87.3605194091797","87.5821838378906","87.8838653564453","88.0985565185547","88.5332107543945","88.8400955200195","89.5649108886719",
"Kuwait","KWT","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","18.7000007629395","","","","","23.8999996185303","","","","","34.4900016784668","","","","","42.4700012207031","","","","","","","","","","","","","","","","","","","","43.5800018310547","44.810001373291","46.2799987792969","48.8800010681152","","","","56.0299987792969","50.8300018310547","","55.8699989318848","","56.0800018310547","55.9300003051758","","","","","",
"Latin America & Caribbean (excluding high income)","LAC","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lao PDR","LAO","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.8888244628906","","","","","","","22.5976905822754","","","","","40.4145965576172","",
"Lebanon","LBN","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","15.1000003814697","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.2900009155273","","","","","","","","","","","69.9400024414062","64.9510498046875","","","","",
"Liberia","LBR","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","9.07999992370605","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.275276184082","","","","39.7494773864746","","30.5539894104004","34.8591117858887","","35.6005401611328","","","","",
"Libya","LBY","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","16.3999996185303","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Lucia","LCA","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","5.69999980926514","","","","","","","","","","8.06999969482422","","","","","","","","","","","24.5900001525879","","","","","","","","","","","","","","","","","","","46.7000007629395","","","45.8899993896484","","","","42.8156433105469","30.1499309539795","46.7999992370605","38.2557640075684","33.7185745239258","32.1963157653809","",
"Latin America & Caribbean","LCN","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Least developed countries: UN classification","LDC","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low income","LIC","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liechtenstein","LIE","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","19.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.6699981689453","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","34.25","","","","","","","","","","","","","","","","","","","","74.8099975585938","","","","","74.2699966430664","73.2399978637695","73.9300003051758","74.0299987792969","57.4031562805176","58.9283676147461","","61.4281883239746","62.4378852844238","63.2838249206543","81.6100006103516","82.2699966430664","82.870002746582","81.0299987792969","84.0899963378906","81.8499984741211","82.0199966430664","",
"Lower middle income","LMC","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low & middle income","LMY","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lesotho","LSO","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","4.73999977111816","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.5799999237061","","20.8700008392334","","","","","","","","","","29.9984607696533","42.6154708862305","","","","",
"Late-demographic dividend","LTE","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
